transaction_id,customer_id,transaction_date,total_amount,discount_amount,tax_amount,payment_method,status,channel,created_at
232,1124,2025-07-10T00:42:20.753626,53.79,7.24,5.38,bank_transfer,completed,phone,2026-07-06T09:25:46.154444
233,1108,2026-01-04T17:58:10.868954,465.33,44.87,46.53,debit_card,completed,mobile,2026-07-06T09:25:46.154493
234,184,2025-01-14T15:24:31.936884,209.91,27.7,20.99,credit_card,completed,online,2026-07-06T09:25:46.154545
235,1849,2025-09-19T05:02:32.677335,26.2,4.87,2.62,bank_transfer,completed,mobile,2026-07-06T09:25:46.154591
236,1949,2024-08-15T15:52:00.955324,190.5,25.37,19.05,credit_card,completed,phone,2026-07-06T09:25:46.154638
237,1786,2026-06-22T19:24:34.270689,14.22,1.97,1.42,debit_card,refunded,online,2026-07-06T09:25:46.154684
238,1470,2025-07-15T05:44:22.187178,154.92,11.68,15.49,bank_transfer,completed,phone,2026-07-06T09:25:46.154731
239,237,2026-07-03T07:48:33.298347,247.89,11.08,24.79,paypal,completed,online,2026-07-06T09:25:46.154785
240,386,2025-12-21T10:43:36.643912,62.38,7.39,6.24,credit_card,completed,mobile,2026-07-06T09:25:46.154829
241,1182,2026-01-25T17:42:31.973083,287.94,54.94,28.79,credit_card,completed,mobile,2026-07-06T09:25:46.154903
242,655,2024-07-15T20:32:08.323766,281.71,55.21,28.17,paypal,completed,mobile,2026-07-06T09:25:46.154972
243,455,2025-12-21T06:01:09.972414,110.02,13.24,11.0,credit_card,completed,phone,2026-07-06T09:25:46.155022
244,608,2025-03-31T03:43:47.910367,56.95,9.3,5.7,debit_card,completed,phone,2026-07-06T09:25:46.155070
245,1530,2025-09-27T23:35:57.329131,23.92,1.36,2.39,credit_card,completed,in_store,2026-07-06T09:25:46.155114
246,561,2026-04-26T22:37:27.460171,104.69,14.42,10.47,bank_transfer,completed,mobile,2026-07-06T09:25:46.155159
247,772,2025-12-20T17:31:17.871061,102.49,14.43,10.25,credit_card,cancelled,in_store,2026-07-06T09:25:46.155206
248,1737,2025-01-19T09:09:03.152425,24.86,3.56,2.49,debit_card,completed,online,2026-07-06T09:25:46.155258
249,1755,2025-07-24T04:50:54.352574,384.9,59.74,38.49,bank_transfer,completed,in_store,2026-07-06T09:25:46.155333
250,1738,2024-08-25T02:06:23.544126,623.97,82.27,62.4,debit_card,cancelled,phone,2026-07-06T09:25:46.155401
251,714,2025-08-06T20:32:39.530088,61.74,8.37,6.17,bank_transfer,completed,in_store,2026-07-06T09:25:46.155451
252,1436,2025-04-22T02:21:21.652325,49.77,9.19,4.98,bank_transfer,completed,in_store,2026-07-06T09:25:46.155500
253,1649,2025-03-04T23:07:56.776974,209.31,24.3,20.93,credit_card,completed,in_store,2026-07-06T09:25:46.155547
254,282,2025-05-27T10:10:21.420835,91.74,3.0,9.17,bank_transfer,completed,in_store,2026-07-06T09:25:46.155593
255,1648,2024-11-13T18:17:18.104795,341.27,14.32,34.13,debit_card,completed,online,2026-07-06T09:25:46.155641
256,209,2024-07-25T02:37:23.288034,67.47,11.55,6.75,debit_card,completed,phone,2026-07-06T09:25:46.155690
257,116,2025-07-07T13:24:49.497833,170.66,5.74,17.07,credit_card,completed,phone,2026-07-06T09:25:46.155736
258,1056,2024-11-18T01:40:42.907706,29.7,0.31,2.97,paypal,completed,mobile,2026-07-06T09:25:46.155784
259,70,2025-01-31T07:57:06.306026,147.92,11.95,14.79,credit_card,completed,phone,2026-07-06T09:25:46.155834
260,354,2026-05-12T02:46:02.233361,54.08,6.45,5.41,bank_transfer,completed,online,2026-07-06T09:25:46.155882
261,1332,2026-06-02T08:53:59.677439,225.58,39.02,22.56,bank_transfer,completed,phone,2026-07-06T09:25:46.155934
262,170,2026-03-06T04:01:29.918552,68.67,1.65,6.87,credit_card,completed,mobile,2026-07-06T09:25:46.156041
263,1173,2025-04-04T03:34:51.953600,3.49,0.4,0.35,bank_transfer,completed,online,2026-07-06T09:25:46.156130
264,992,2024-09-02T00:51:12.508456,237.23,8.59,23.72,bank_transfer,completed,mobile,2026-07-06T09:25:46.156182
265,1862,2026-06-05T07:56:02.595251,15.71,0.2,1.57,debit_card,completed,online,2026-07-06T09:25:46.156231
266,1605,2025-03-18T10:54:01.700908,75.08,12.28,7.51,bank_transfer,completed,online,2026-07-06T09:25:46.156310
267,1349,2025-06-07T08:23:30.964353,210.06,8.72,21.01,credit_card,completed,mobile,2026-07-06T09:25:46.156377
268,644,2026-04-01T20:48:32.090205,0.8,0.07,0.08,credit_card,completed,mobile,2026-07-06T09:25:46.156432
269,526,2025-07-12T16:18:29.286232,158.61,2.79,15.86,credit_card,completed,online,2026-07-06T09:25:46.156483
270,1115,2026-03-09T13:02:46.281539,105.83,7.7,10.58,debit_card,completed,online,2026-07-06T09:25:46.156537
271,1937,2026-04-06T06:29:14.949028,42.82,0.4,4.28,paypal,completed,phone,2026-07-06T09:25:46.156584
272,641,2025-04-04T11:22:31.523623,22.6,2.22,2.26,paypal,completed,mobile,2026-07-06T09:25:46.156632
273,92,2025-03-08T11:09:24.868007,174.68,23.15,17.47,debit_card,completed,mobile,2026-07-06T09:25:46.156680
274,1961,2025-08-12T23:58:19.151959,53.44,8.9,5.34,debit_card,completed,mobile,2026-07-06T09:25:46.156773
275,1494,2025-09-12T01:19:21.560882,134.39,7.46,13.44,bank_transfer,completed,in_store,2026-07-06T09:25:46.156833
276,335,2025-12-12T12:44:54.980975,45.3,5.89,4.53,bank_transfer,completed,in_store,2026-07-06T09:25:46.156886
277,294,2026-02-03T00:46:41.886067,169.3,31.84,16.93,debit_card,completed,in_store,2026-07-06T09:25:46.156941
278,395,2024-11-05T05:50:48.613981,805.93,112.31,80.59,paypal,completed,mobile,2026-07-06T09:25:46.156996
279,1614,2025-05-11T18:21:15.884098,81.63,2.51,8.16,bank_transfer,completed,mobile,2026-07-06T09:25:46.157050
280,226,2025-01-02T05:00:39.119615,12.1,0.3,1.21,bank_transfer,completed,online,2026-07-06T09:25:46.157100
281,560,2025-02-22T18:59:09.757546,67.61,4.51,6.76,debit_card,completed,mobile,2026-07-06T09:25:46.157152
282,1985,2024-10-14T12:29:19.619735,47.96,0.94,4.8,debit_card,completed,online,2026-07-06T09:25:46.157201
283,1079,2025-06-24T09:39:11.440187,228.99,5.66,22.9,paypal,completed,phone,2026-07-06T09:25:46.157250
284,1172,2024-10-07T13:42:45.252617,15.06,1.05,1.51,paypal,completed,online,2026-07-06T09:25:46.157299
285,1939,2025-02-14T01:32:02.855285,340.33,11.62,34.03,bank_transfer,completed,phone,2026-07-06T09:25:46.157381
286,20,2025-01-15T02:48:04.686128,97.19,2.48,9.72,debit_card,completed,mobile,2026-07-06T09:25:46.157474
287,109,2025-07-24T01:04:18.458514,71.42,10.5,7.14,paypal,completed,mobile,2026-07-06T09:25:46.157680
288,938,2026-05-13T11:18:43.604913,170.08,14.23,17.01,debit_card,completed,in_store,2026-07-06T09:25:46.157759
289,565,2025-11-07T07:59:01.495114,240.27,24.13,24.03,bank_transfer,completed,mobile,2026-07-06T09:25:46.157813
290,1941,2025-08-23T17:56:48.886930,54.62,9.37,5.46,paypal,completed,in_store,2026-07-06T09:25:46.157866
291,158,2024-08-18T12:53:59.677300,279.89,35.53,27.99,debit_card,refunded,mobile,2026-07-06T09:25:46.157918
292,586,2024-11-01T07:50:00.723554,128.46,2.17,12.85,bank_transfer,completed,online,2026-07-06T09:25:46.157968
293,1042,2026-04-17T20:36:46.834496,491.18,41.65,49.12,debit_card,completed,online,2026-07-06T09:25:46.158015
294,1866,2025-09-29T18:41:05.855828,78.0,9.61,7.8,credit_card,completed,in_store,2026-07-06T09:25:46.158062
295,1948,2025-10-19T00:20:59.915518,42.0,6.21,4.2,credit_card,completed,mobile,2026-07-06T09:25:46.158111
296,1073,2025-06-06T04:06:12.387151,168.37,29.7,16.84,debit_card,completed,in_store,2026-07-06T09:25:46.158162
297,1951,2024-11-08T19:13:40.827530,274.33,28.18,27.43,credit_card,completed,phone,2026-07-06T09:25:46.158274
298,693,2025-02-20T13:05:44.084369,28.04,5.44,2.8,debit_card,completed,online,2026-07-06T09:25:46.158368
299,543,2024-09-21T14:41:57.144521,51.39,4.97,5.14,debit_card,completed,phone,2026-07-06T09:25:46.158429
300,1912,2025-10-22T03:52:14.574932,36.78,2.24,3.68,credit_card,refunded,phone,2026-07-06T09:25:46.158484
301,943,2025-12-13T02:58:02.221852,8.88,0.01,0.89,paypal,completed,online,2026-07-06T09:25:46.158540
302,382,2024-10-20T06:39:49.349087,0.78,0.14,0.08,bank_transfer,completed,online,2026-07-06T09:25:46.158595
303,1084,2025-02-19T02:12:05.764569,84.53,3.34,8.45,debit_card,completed,phone,2026-07-06T09:25:46.158651
304,513,2025-03-08T01:34:25.708780,1.04,0.16,0.1,debit_card,completed,in_store,2026-07-06T09:25:46.158701
305,374,2025-06-29T07:35:54.636268,53.35,4.57,5.34,paypal,completed,phone,2026-07-06T09:25:46.158757
306,287,2026-01-07T08:03:36.418769,160.19,14.08,16.02,paypal,completed,online,2026-07-06T09:25:46.158812
307,407,2026-06-27T06:56:51.012564,66.76,11.62,6.68,credit_card,completed,online,2026-07-06T09:25:46.158861
308,679,2024-12-31T07:32:44.278841,21.53,1.81,2.15,credit_card,completed,mobile,2026-07-06T09:25:46.158912
309,545,2025-02-03T11:45:12.008750,444.56,85.33,44.46,credit_card,completed,phone,2026-07-06T09:25:46.158968
310,666,2026-06-06T07:13:26.302211,241.28,34.47,24.13,bank_transfer,completed,phone,2026-07-06T09:25:46.159026
311,1624,2026-03-28T13:54:20.400753,21.13,4.05,2.11,credit_card,completed,in_store,2026-07-06T09:25:46.159081
312,485,2024-10-14T02:59:22.291011,103.97,15.96,10.4,credit_card,completed,in_store,2026-07-06T09:25:46.159139
313,17,2025-04-04T07:00:45.251389,84.23,10.06,8.42,bank_transfer,completed,in_store,2026-07-06T09:25:46.159194
314,508,2024-08-19T03:33:58.529060,99.81,15.19,9.98,debit_card,completed,mobile,2026-07-06T09:25:46.159235
315,1770,2024-08-19T01:54:35.829661,43.05,6.6,4.3,paypal,cancelled,mobile,2026-07-06T09:25:46.159272
316,971,2024-10-15T01:55:13.193884,164.64,14.13,16.46,credit_card,completed,mobile,2026-07-06T09:25:46.159317
317,1289,2026-03-18T17:13:14.208209,31.36,5.36,3.14,debit_card,completed,mobile,2026-07-06T09:25:46.159354
318,394,2024-12-13T07:55:40.868133,76.94,4.21,7.69,debit_card,completed,mobile,2026-07-06T09:25:46.159401
319,835,2024-07-17T00:31:45.519910,14.3,0.15,1.43,paypal,completed,mobile,2026-07-06T09:25:46.159442
320,126,2024-09-26T13:05:50.747704,37.61,3.2,3.76,bank_transfer,completed,in_store,2026-07-06T09:25:46.159477
321,1932,2024-08-23T01:26:22.078164,17.49,1.27,1.75,paypal,completed,mobile,2026-07-06T09:25:46.159511
322,84,2025-05-11T20:24:41.119600,57.81,0.55,5.78,credit_card,completed,in_store,2026-07-06T09:25:46.159545
323,1861,2026-03-06T06:49:35.158218,35.73,3.37,3.57,credit_card,completed,in_store,2026-07-06T09:25:46.159578
324,624,2024-11-17T23:43:38.871974,444.43,32.32,44.44,credit_card,completed,online,2026-07-06T09:25:46.159611
325,267,2025-01-27T21:44:07.840453,172.31,26.55,17.23,paypal,completed,in_store,2026-07-06T09:25:46.159644
326,1239,2025-06-10T13:34:58.679023,203.76,24.0,20.38,paypal,completed,in_store,2026-07-06T09:25:46.159677
327,1817,2025-06-20T04:14:18.748305,35.36,2.72,3.54,credit_card,completed,online,2026-07-06T09:25:46.159710
328,1811,2025-11-13T02:19:31.130775,6.29,1.22,0.63,debit_card,completed,phone,2026-07-06T09:25:46.159742
329,1120,2025-11-12T10:06:10.738187,389.54,5.83,38.95,paypal,completed,phone,2026-07-06T09:25:46.159775
330,1477,2026-06-10T11:28:47.749476,685.54,27.7,68.55,debit_card,completed,mobile,2026-07-06T09:25:46.159807
331,1826,2025-04-03T03:31:24.035550,81.25,11.56,8.12,paypal,completed,phone,2026-07-06T09:25:46.159841
332,894,2025-11-02T19:10:09.422948,149.08,3.5,14.91,credit_card,completed,online,2026-07-06T09:25:46.159874
333,1982,2025-09-29T17:46:32.599972,27.4,1.5,2.74,debit_card,completed,online,2026-07-06T09:25:46.159907
334,1517,2025-12-27T17:26:38.814988,237.27,32.92,23.73,bank_transfer,completed,online,2026-07-06T09:25:46.159940
335,787,2026-04-18T04:23:17.076776,27.14,4.07,2.71,bank_transfer,completed,in_store,2026-07-06T09:25:46.159973
336,1172,2026-06-11T09:28:48.280716,34.78,0.03,3.48,debit_card,completed,online,2026-07-06T09:25:46.160007
337,933,2024-07-23T02:33:07.677219,316.99,50.13,31.7,paypal,completed,mobile,2026-07-06T09:25:46.160041
338,244,2025-10-31T11:07:19.083287,52.72,2.83,5.27,debit_card,completed,mobile,2026-07-06T09:25:46.160074
339,1930,2025-05-14T03:15:42.238662,51.76,6.62,5.18,paypal,refunded,in_store,2026-07-06T09:25:46.160121
340,510,2025-12-28T19:48:10.305067,309.99,3.19,31.0,debit_card,completed,online,2026-07-06T09:25:46.160164
341,1992,2025-08-21T10:31:26.591596,156.89,19.85,15.69,paypal,completed,in_store,2026-07-06T09:25:46.160200
342,1253,2025-04-23T17:46:28.959767,192.06,15.69,19.21,paypal,completed,online,2026-07-06T09:25:46.160291
343,729,2026-05-19T22:26:12.083795,147.51,0.31,14.75,debit_card,completed,in_store,2026-07-06T09:25:46.160346
344,1101,2025-06-16T10:53:18.004552,29.17,5.67,2.92,credit_card,completed,phone,2026-07-06T09:25:46.160385
345,1283,2025-09-05T07:09:50.329376,436.86,22.48,43.69,debit_card,completed,mobile,2026-07-06T09:25:46.160422
346,1290,2026-06-11T15:38:26.794099,58.79,2.4,5.88,bank_transfer,completed,mobile,2026-07-06T09:25:46.160516
347,304,2026-05-21T00:48:47.820141,196.3,17.04,19.63,bank_transfer,completed,mobile,2026-07-06T09:25:46.160567
348,361,2025-11-26T04:53:23.751988,92.26,15.05,9.23,debit_card,completed,mobile,2026-07-06T09:25:46.160609
349,334,2025-03-19T16:53:07.061549,156.43,0.66,15.64,debit_card,completed,mobile,2026-07-06T09:25:46.160663
350,503,2025-11-08T16:34:08.120996,10.8,0.16,1.08,bank_transfer,refunded,phone,2026-07-06T09:25:46.160703
351,1489,2025-05-20T10:16:13.512943,15.84,1.67,1.58,credit_card,completed,phone,2026-07-06T09:25:46.160739
352,28,2026-01-26T12:33:47.925267,72.67,1.6,7.27,credit_card,completed,online,2026-07-06T09:25:46.160773
353,1229,2024-08-31T18:50:44.297152,46.73,8.77,4.67,credit_card,completed,online,2026-07-06T09:25:46.160808
354,1508,2024-12-07T13:10:24.845713,474.15,10.08,47.41,paypal,completed,online,2026-07-06T09:25:46.160846
355,1153,2024-07-17T04:12:08.321054,33.91,3.26,3.39,bank_transfer,completed,in_store,2026-07-06T09:25:46.160880
356,115,2025-05-29T01:07:08.711946,60.47,1.87,6.05,paypal,completed,online,2026-07-06T09:25:46.160916
357,1116,2025-05-19T06:41:16.095141,3.22,0.03,0.32,paypal,completed,phone,2026-07-06T09:25:46.160950
358,50,2025-02-02T17:17:42.702986,22.94,4.19,2.29,debit_card,completed,mobile,2026-07-06T09:25:46.160984
359,1888,2025-10-03T16:23:49.722298,65.38,3.75,6.54,bank_transfer,completed,online,2026-07-06T09:25:46.161019
360,460,2025-05-31T20:53:55.617754,101.54,20.12,10.15,credit_card,refunded,in_store,2026-07-06T09:25:46.161053
361,243,2025-11-29T16:08:55.871964,66.31,8.17,6.63,paypal,refunded,online,2026-07-06T09:25:46.161087
362,365,2025-12-04T00:44:57.644627,338.91,40.97,33.89,bank_transfer,completed,mobile,2026-07-06T09:25:46.161121
363,1367,2024-11-21T16:54:19.964919,170.65,5.13,17.07,paypal,completed,in_store,2026-07-06T09:25:46.161155
364,1877,2025-08-22T10:36:20.890000,64.25,1.34,6.43,bank_transfer,completed,in_store,2026-07-06T09:25:46.161190
365,157,2025-07-10T13:22:37.492396,249.68,35.52,24.97,credit_card,completed,mobile,2026-07-06T09:25:46.161225
366,303,2026-05-27T15:12:23.658884,225.62,6.61,22.56,bank_transfer,completed,phone,2026-07-06T09:25:46.161261
367,876,2025-05-25T10:29:28.220123,252.83,5.72,25.28,paypal,completed,in_store,2026-07-06T09:25:46.161312
368,789,2026-05-02T04:31:06.563349,788.05,28.66,78.81,paypal,completed,phone,2026-07-06T09:25:46.161348
369,1233,2025-09-28T20:33:22.810649,98.46,19.16,9.85,paypal,completed,mobile,2026-07-06T09:25:46.161391
370,1104,2025-01-28T09:41:39.109574,72.48,7.96,7.25,bank_transfer,completed,mobile,2026-07-06T09:25:46.161427
371,864,2025-02-20T09:55:39.205476,72.83,8.46,7.28,debit_card,completed,mobile,2026-07-06T09:25:46.161474
372,1743,2025-10-29T16:29:56.181706,67.34,2.74,6.73,credit_card,completed,phone,2026-07-06T09:25:46.161700
373,123,2026-01-27T08:46:35.882293,474.15,87.33,47.41,paypal,completed,mobile,2026-07-06T09:25:46.161754
374,1748,2025-10-12T18:23:09.486189,52.37,1.51,5.24,bank_transfer,completed,mobile,2026-07-06T09:25:46.161793
375,1971,2024-10-07T12:20:29.929637,8.62,0.24,0.86,debit_card,completed,online,2026-07-06T09:25:46.161829
376,111,2024-09-13T10:02:22.607549,178.67,15.18,17.87,credit_card,completed,online,2026-07-06T09:25:46.161864
377,324,2024-10-19T03:02:08.625969,97.18,11.54,9.72,credit_card,completed,mobile,2026-07-06T09:25:46.161899
378,1166,2026-03-13T23:21:02.269816,12.34,0.19,1.23,bank_transfer,completed,mobile,2026-07-06T09:25:46.161934
379,1081,2026-03-05T10:45:14.688092,95.17,2.67,9.52,paypal,completed,in_store,2026-07-06T09:25:46.161967
380,28,2026-02-20T22:22:41.788286,88.04,11.35,8.8,paypal,completed,online,2026-07-06T09:25:46.162001
381,1539,2026-06-16T16:44:17.239985,319.49,2.05,31.95,debit_card,completed,online,2026-07-06T09:25:46.162045
382,1942,2025-12-22T18:52:23.426831,75.72,6.42,7.57,bank_transfer,completed,in_store,2026-07-06T09:25:46.162089
383,1453,2024-10-17T22:12:21.012519,377.27,37.87,37.73,debit_card,completed,mobile,2026-07-06T09:25:46.162123
384,774,2026-06-04T09:55:58.966247,47.58,0.87,4.76,debit_card,completed,phone,2026-07-06T09:25:46.162157
385,377,2025-04-01T16:58:25.127856,144.76,6.34,14.48,credit_card,completed,phone,2026-07-06T09:25:46.162190
386,830,2025-08-26T05:27:17.745681,97.35,12.71,9.73,bank_transfer,completed,in_store,2026-07-06T09:25:46.162224
387,223,2024-12-16T02:26:47.562992,156.04,6.08,15.6,credit_card,completed,in_store,2026-07-06T09:25:46.162256
388,1110,2025-10-22T22:55:26.130297,4.27,0.24,0.43,credit_card,completed,online,2026-07-06T09:25:46.162288
389,1130,2026-05-01T11:50:00.552311,211.91,13.1,21.19,debit_card,completed,online,2026-07-06T09:25:46.162321
390,1168,2024-12-06T11:32:09.313265,41.23,0.7,4.12,credit_card,completed,phone,2026-07-06T09:25:46.162354
391,1933,2025-08-13T01:41:20.245328,7.01,0.44,0.7,paypal,completed,in_store,2026-07-06T09:25:46.162386
392,1025,2026-02-16T06:49:25.074755,208.96,40.07,20.9,debit_card,completed,phone,2026-07-06T09:25:46.162426
393,1440,2024-12-22T14:28:05.580898,194.02,37.79,19.4,credit_card,completed,online,2026-07-06T09:25:46.162461
394,49,2024-09-25T12:19:12.999839,104.63,16.22,10.46,bank_transfer,completed,online,2026-07-06T09:25:46.162499
395,949,2026-04-20T16:26:25.537259,51.4,1.56,5.14,credit_card,completed,online,2026-07-06T09:25:46.162536
396,442,2026-05-30T20:44:51.264909,458.06,21.21,45.81,debit_card,completed,mobile,2026-07-06T09:25:46.162570
397,1493,2025-05-17T00:40:08.449206,753.48,75.59,75.35,paypal,completed,mobile,2026-07-06T09:25:46.162604
398,1753,2025-04-28T13:45:58.330576,62.1,4.48,6.21,bank_transfer,completed,phone,2026-07-06T09:25:46.162638
399,1243,2026-03-28T00:17:15.535756,40.99,8.17,4.1,credit_card,refunded,phone,2026-07-06T09:25:46.162754
400,1570,2026-04-09T12:26:16.989185,15.37,0.05,1.54,paypal,completed,online,2026-07-06T09:25:46.162809
401,348,2025-06-15T10:59:25.623217,103.65,9.43,10.37,paypal,completed,in_store,2026-07-06T09:25:46.162848
402,146,2025-11-13T07:56:09.679889,128.88,9.11,12.89,debit_card,completed,phone,2026-07-06T09:25:46.162887
403,525,2026-05-02T12:54:46.856569,44.75,4.24,4.48,bank_transfer,completed,mobile,2026-07-06T09:25:46.162923
404,1000,2025-05-03T19:59:46.239284,421.59,81.93,42.16,credit_card,completed,in_store,2026-07-06T09:25:46.162958
405,1879,2025-06-26T08:06:32.671558,76.86,13.17,7.69,debit_card,completed,in_store,2026-07-06T09:25:46.162992
406,1037,2025-06-27T04:41:52.557061,70.18,9.58,7.02,bank_transfer,completed,online,2026-07-06T09:25:46.163026
407,1518,2024-09-25T17:32:02.873544,145.38,18.72,14.54,debit_card,completed,online,2026-07-06T09:25:46.163070
408,770,2026-07-03T11:31:05.850113,25.19,0.53,2.52,debit_card,completed,online,2026-07-06T09:25:46.163114
409,1371,2026-02-15T11:26:19.547092,37.86,6.62,3.79,credit_card,completed,phone,2026-07-06T09:25:46.163148
410,953,2025-09-02T14:54:11.507475,154.29,27.78,15.43,credit_card,completed,online,2026-07-06T09:25:46.163181
411,1574,2026-04-22T12:46:25.145617,374.17,69.03,37.42,bank_transfer,completed,in_store,2026-07-06T09:25:46.163224
412,1238,2026-02-04T07:29:20.833933,10.0,0.68,1.0,bank_transfer,completed,phone,2026-07-06T09:25:46.163259
413,1117,2024-09-29T21:26:21.127177,18.21,1.66,1.82,debit_card,refunded,mobile,2026-07-06T09:25:46.163298
414,65,2025-07-01T20:01:18.805342,153.34,9.82,15.33,bank_transfer,completed,in_store,2026-07-06T09:25:46.163337
415,438,2026-04-26T06:09:51.894581,233.78,45.75,23.38,credit_card,completed,online,2026-07-06T09:25:46.163371
416,553,2024-10-07T16:39:25.075959,457.51,62.56,45.75,paypal,completed,online,2026-07-06T09:25:46.163403
417,168,2025-09-04T16:59:18.552857,22.93,1.26,2.29,paypal,completed,phone,2026-07-06T09:25:46.163436
418,1372,2026-05-04T05:01:43.251038,307.53,32.28,30.75,paypal,completed,online,2026-07-06T09:25:46.163469
